stockid,scientificname,commonname,ram_region,primary_country,year,status_bio,status_f,shared_eez,n_eez,shared_larval,n_larval,num_eezs_cutoff0,num_eezs_cutoff5,num_eezs_cutoff10,num_eezs_cutoff15,num_eezs_cutoff20,num_eezs_cutoff25,r,B0,AspectRatio,age_50_mat,max_length,national,multiple_cs_progs,IQ,ITQ,IVQ,Coop,CommunityQuota,TURF,RBP,pred_real_price,pred_nominal_price
MACKNEICES,Scomber scombrus,Mackerel,European Union,Norway,1980,1.57065214,0.919047619,1,17,1,43,17,5,1,0,0,0,0.252283371182876,8835797.53353704,4.582499980926514,2.09,60,0,0,0,0,0,0,0,0,0,1013.605321,343.896287
MACKNEICES,Scomber scombrus,Mackerel,European Union,Norway,1981,1.406744747,0.919047619,1,17,1,43,17,5,1,0,0,0,0.252283371182876,8835797.53353704,4.582499980926514,2.09,60,0,0,0,0,0,0,0,0,0,1000.890429,346.8372117
MACKNEICES,Scomber scombrus,Mackerel,European Union,Norway,1982,1.400496887,0.923809524,1,17,1,43,17,5,1,0,0,0,0.252283371182876,8835797.53353704,4.582499980926514,2.09,60,0,0,0,0,0,0,0,0,0,982.1062784,344.9347245
MACKNEICES,Scomber scombrus,Mackerel,European Union,Norway,1983,1.521533463,0.928571429,1,17,1,43,17,5,1,0,0,0,0.252283371182876,8835797.53353704,4.582499980926514,2.09,60,0,0,0,0,0,0,0,0,0,974.913935,352.4923971
MACKNEICES,Scomber scombrus,Mackerel,European Union,Norway,1984,1.607340856,0.938095238,1,17,1,43,17,5,1,0,0,0,0.252283371182876,8835797.53353704,4.582499980926514,2.09,60,0,0,0,0,0,0,0,0,0,995.0961308,399.467096
MACKNEICES,Scomber scombrus,Mackerel,European Union,Norway,1985,1.545310117,0.957142857,1,17,1,43,17,5,1,0,0,0,0.252283371182876,8835797.53353704,4.582499980926514,2.09,60,0,0,0,1,0,0,0,0,0,963.4715463,376.1733205
MACKNEICES,Scomber scombrus,Mackerel,European Union,Norway,1986,1.394238521,0.985714286,1,17,1,43,17,5,1,0,0,0,0.252283371182876,8835797.53353704,4.582499980926514,2.09,60,0,0,0,1,0,0,0,0,0,888.956303,329.8184545
MACKNEICES,Scomber scombrus,Mackerel,European Union,Norway,1987,1.396896887,1.019047619,1,17,1,43,17,5,1,0,0,0,0.252283371182876,8835797.53353704,4.582499980926514,2.09,60,0,0,0,1,0,0,0,0,0,922.8887445,366.5129717
MACKNEICES,Scomber scombrus,Mackerel,European Union,Norway,1988,1.366067704,1.061904762,1,17,1,43,17,5,1,0,0,0,0.252283371182876,8835797.53353704,4.582499980926514,2.09,60,0,0,0,1,0,0,0,0,0,917.0095161,394.8126005
MACKNEICES,Scomber scombrus,Mackerel,European Union,Norway,1989,1.264965759,1.128571429,1,17,1,43,17,5,1,0,0,0,0.252283371182876,8835797.53353704,4.582499980926514,2.09,60,0,0,0,1,0,0,0,0,0,938.7795042,428.9959716
MACKNEICES,Scomber scombrus,Mackerel,European Union,Norway,1990,1.288850584,1.214285714,1,17,1,43,17,5,1,0,0,0,0.252283371182876,8835797.53353704,4.582499980926514,2.09,60,0,0,0,1,0,0,0,0,0,967.195413,467.1506262
MACKNEICES,Scomber scombrus,Mackerel,European Union,Norway,1991,1.232201946,1.328571429,1,17,1,43,17,5,1,0,0,0,0.252283371182876,8835797.53353704,4.582499980926514,2.09,60,0,1,0,1,1,0,0,0,0,959.4312138,486.6991446
MACKNEICES,Scomber scombrus,Mackerel,European Union,Norway,1992,1.115940078,1.452380952,1,17,1,43,17,5,1,0,0,0,0.252283371182876,8835797.53353704,4.582499980926514,2.09,60,0,1,0,1,1,0,0,0,0,964.3361396,519.7479501
MACKNEICES,Scomber scombrus,Mackerel,European Union,Norway,1993,0.986547471,1.557142857,1,17,1,43,17,5,1,0,0,0,0.252283371182876,8835797.53353704,4.582499980926514,2.09,60,0,1,0,1,1,0,0,0,0,956.7740303,541.8058758
MACKNEICES,Scomber scombrus,Mackerel,European Union,Norway,1994,0.869325292,1.60952381,1,17,1,43,17,5,1,0,0,0,0.252283371182876,8835797.53353704,4.582499980926514,2.09,60,0,1,0,1,1,0,0,0,0,950.9955955,555.9491676
MACKNEICES,Scomber scombrus,Mackerel,European Union,Norway,1995,0.868639689,1.547619048,1,17,1,43,17,5,1,0,0,0,0.252283371182876,8835797.53353704,4.582499980926514,2.09,60,0,1,0,1,1,0,0,0,0,986.2656149,638.9980758
MACKNEICES,Scomber scombrus,Mackerel,European Union,Norway,1996,0.825286381,1.433333333,1,17,1,43,17,5,1,0,0,0,0.252283371182876,8835797.53353704,4.582499980926514,2.09,60,0,1,0,1,1,0,0,0,0,1024.398852,720.567565
MACKNEICES,Scomber scombrus,Mackerel,European Union,Norway,1997,0.814726848,1.352380952,1,17,1,43,17,5,1,0,0,0,0.252283371182876,8835797.53353704,4.582499980926514,2.09,60,0,1,0,1,1,0,0,0,0,992.6295129,678.8057609
MACKNEICES,Scomber scombrus,Mackerel,European Union,Norway,1998,0.819247082,1.376190476,1,17,1,43,17,5,1,0,0,0,0.252283371182876,8835797.53353704,4.582499980926514,2.09,60,0,1,0,1,1,0,0,0,0,883.3483936,499.6354952
MACKNEICES,Scomber scombrus,Mackerel,European Union,Norway,1999,0.877179767,1.466666667,1,17,1,43,17,5,1,0,0,0,0.252283371182876,8835797.53353704,4.582499980926514,2.09,60,0,1,0,1,1,0,0,0,0,928.9991229,535.2264886
MACKNEICES,Scomber scombrus,Mackerel,European Union,Norway,2000,0.854822179,1.595238095,1,17,1,43,17,5,1,0,0,0,0.252283371182876,8835797.53353704,4.582499980926514,2.09,60,0,1,0,1,1,0,0,0,0,995.6994739,611.2900873
MACKNEICES,Scomber scombrus,Mackerel,European Union,Norway,2001,0.813713619,1.8,1,17,1,43,17,5,1,0,0,0,0.252283371182876,8835797.53353704,4.582499980926514,2.09,60,0,1,0,1,1,0,0,0,0,1006.83448,694.8348408
MACKNEICES,Scomber scombrus,Mackerel,European Union,Norway,2002,0.75390428,1.980952381,1,17,1,43,17,5,1,0,0,0,0.252283371182876,8835797.53353704,4.582499980926514,2.09,60,0,1,0,1,1,0,0,0,0,988.8022749,682.4917524
MACKNEICES,Scomber scombrus,Mackerel,European Union,Norway,2003,0.765601556,2.104761905,1,17,1,43,17,5,1,0,0,0,0.252283371182876,8835797.53353704,4.582499980926514,2.09,60,1,1,0,1,1,0,0,0,0,1015.927674,723.5488061
MACKNEICES,Scomber scombrus,Mackerel,European Union,Norway,2004,0.96281089500000006,1.933333333,1,17,1,43,17,5,1,0,0,0,0.252283371182876,8835797.53353704,4.582499980926514,2.09,60,1,1,0,1,1,0,0,0,0,1057.773743,787.0446904
MACKNEICES,Scomber scombrus,Mackerel,European Union,Norway,2005,0.891357198,1.552380952,1,17,1,43,17,5,1,0,0,0,0.252283371182876,8835797.53353704,4.582499980926514,2.09,60,1,1,0,1,1,0,0,0,0,1100.727384,864.4131083
MACKNEICES,Scomber scombrus,Mackerel,European Union,Norway,2006,0.848819844,1.433333333,1,17,1,43,17,5,1,0,0,0,0.252283371182876,8835797.53353704,4.582499980926514,2.09,60,1,1,0,1,1,0,0,0,0,1119.225678,903.8288786
MACKNEICES,Scomber scombrus,Mackerel,European Union,Norway,2007,0.909717121,1.595238095,1,17,1,43,17,5,1,0,0,0,0.252283371182876,8835797.53353704,4.582499980926514,2.09,60,1,1,0,1,1,0,0,0,0,1138.795997,959.9875167
MACKNEICES,Scomber scombrus,Mackerel,European Union,Norway,2008,1.099983268,1.552380952,1,17,1,43,17,5,1,0,0,0,0.252283371182876,8835797.53353704,4.582499980926514,2.09,60,1,1,0,1,1,0,0,0,0,1186.653403,1043.43338
MACKNEICES,Scomber scombrus,Mackerel,European Union,Norway,2009,1.32706537,1.433333333,1,17,1,43,17,5,1,0,0,0,0.252283371182876,8835797.53353704,4.582499980926514,2.09,60,1,1,0,1,1,0,0,0,0,1106.692655,932.8611535
MACKNEICES,Scomber scombrus,Mackerel,European Union,Norway,2010,1.4610393,1.414285714,1,17,1,43,17,5,1,0,0,0,0.252283371182876,8835797.53353704,4.582499980926514,2.09,60,1,1,0,1,1,0,0,0,0,1156.596125,1024.406623
MACKNEICES,Scomber scombrus,Mackerel,European Union,Norway,2011,1.699731518,1.414285714,1,17,1,43,17,5,1,0,0,0,0.252283371182876,8835797.53353704,4.582499980926514,2.09,60,1,1,0,1,1,0,0,0,0,1195.660212,1132.065575
MACKNEICES,Scomber scombrus,Mackerel,European Union,Norway,2012,1.558773541,1.380952381,1,17,1,43,17,5,1,0,0,0,0.252283371182876,8835797.53353704,4.582499980926514,2.09,60,1,1,0,1,1,0,0,0,0,1190.195099,1144.855795
MACKNEICES,Scomber scombrus,Mackerel,European Union,Norway,2013,1.490571595,1.5,1,17,1,43,17,5,1,0,0,0,0.252283371182876,8835797.53353704,4.582499980926514,2.09,60,1,1,0,1,1,0,0,0,0,1203.446475,1190.361848
MACKNEICES,Scomber scombrus,Mackerel,European Union,Norway,2014,1.555496498,1.60952381,1,17,1,43,17,5,1,0,0,0,0.252283371182876,8835797.53353704,4.582499980926514,2.09,60,1,1,0,1,1,0,0,0,0,1212.952326,1278.100763
MACKNEICES,Scomber scombrus,Mackerel,European Union,Norway,2015,1.640698054,1.638095238,1,17,1,43,17,5,1,0,0,0,0.252283371182876,8835797.53353704,4.582499980926514,2.09,60,1,1,0,1,1,0,0,0,0,1101.095396,1111.360591
MACKNEICES,Scomber scombrus,Mackerel,European Union,Norway,2016,1.545128794,1.533333333,1,17,1,43,17,5,1,0,0,0,0.252283371182876,8835797.53353704,4.582499980926514,2.09,60,1,1,0,1,1,0,0,0,0,1082.5046830000001,1094.345938
MENATLAN,Brevoortia tyrannus,Atlantic menhaden,US East Coast,United States,1955,1.115276382,2.697150496,1,3,0,1,3,1,1,1,1,1,0.246720998712991,3924146.87775239,1.6474999785423279,2,39.4,0,0,0,0,0,0,0,0,0,171.0558714,19.84330048
MENATLAN,Brevoortia tyrannus,Atlantic menhaden,US East Coast,United States,1956,0.76759799,8.848267161,1,3,0,1,3,1,1,1,1,1,0.246720998712991,3924146.87775239,1.6474999785423279,2,39.4,0,0,0,0,0,0,0,0,0,174.2993137,20.4737646
MENATLAN,Brevoortia tyrannus,Atlantic menhaden,US East Coast,United States,1957,0.450693467,7.035059423,1,3,0,1,3,1,1,1,1,1,0.246720998712991,3924146.87775239,1.6474999785423279,2,39.4,0,0,0,0,0,0,0,0,0,175.9495315,21.42590755
MENATLAN,Brevoortia tyrannus,Atlantic menhaden,US East Coast,United States,1958,0.535949749,3.011621698,1,3,0,1,3,1,1,1,1,1,0.246720998712991,3924146.87775239,1.6474999785423279,2,39.4,0,0,0,0,0,0,0,0,0,175.6432326,21.9617638
MENATLAN,Brevoortia tyrannus,Atlantic menhaden,US East Coast,United States,1959,0.497085427,4.519993753,1,3,0,1,3,1,1,1,1,1,0.246720998712991,3924146.87775239,1.6474999785423279,2,39.4,0,0,0,0,0,0,0,0,0,180.163222,22.42725419
MENATLAN,Brevoortia tyrannus,Atlantic menhaden,US East Coast,United States,1960,0.884492462,1.223344191,1,3,0,1,3,1,1,1,1,1,0.246720998712991,3924146.87775239,1.6474999785423279,2,39.4,0,0,0,0,0,0,0,0,0,180.1959753,22.82342352
MENATLAN,Brevoortia tyrannus,Atlantic menhaden,US East Coast,United States,1961,1.512090452,0.91227304,1,3,0,1,3,1,1,1,1,1,0.246720998712991,3924146.87775239,1.6474999785423279,2,39.4,0,0,0,0,0,0,0,0,0,181.6809157,23.31775842
MENATLAN,Brevoortia tyrannus,Atlantic menhaden,US East Coast,United States,1962,1.128351759,1.787540096,1,3,0,1,3,1,1,1,1,1,0.246720998712991,3924146.87775239,1.6474999785423279,2,39.4,0,0,0,0,0,0,0,0,0,180.9240843,24.11343393
MENATLAN,Brevoortia tyrannus,Atlantic menhaden,US East Coast,United States,1963,0.610251256,2.184689363,1,3,0,1,3,1,1,1,1,1,0.246720998712991,3924146.87775239,1.6474999785423279,2,39.4,0,0,0,0,0,0,0,0,0,180.6896476,25.05713049
MENATLAN,Brevoortia tyrannus,Atlantic menhaden,US East Coast,United States,1964,0.490160804,1.37040766,1,3,0,1,3,1,1,1,1,1,0.246720998712991,3924146.87775239,1.6474999785423279,2,39.4,0,0,0,0,0,0,0,0,0,179.4435063,26.82420422
MENATLAN,Brevoortia tyrannus,Atlantic menhaden,US East Coast,United States,1965,0.461658291,1.658690126,1,3,0,1,3,1,1,1,1,1,0.246720998712991,3924146.87775239,1.6474999785423279,2,39.4,0,0,0,0,0,0,0,0,0,179.6239662,27.31914438
MENATLAN,Brevoortia tyrannus,Atlantic menhaden,US East Coast,United States,1966,0.395125628,0.892271773,1,3,0,1,3,1,1,1,1,1,0.246720998712991,3924146.87775239,1.6474999785423279,2,39.4,0,0,0,0,0,0,0,0,0,179.7523879,29.09715559
MENATLAN,Brevoortia tyrannus,Atlantic menhaden,US East Coast,United States,1967,0.424914573,0.777452511,1,3,0,1,3,1,1,1,1,1,0.246720998712991,3924146.87775239,1.6474999785423279,2,39.4,0,0,0,0,0,0,0,0,0,178.0672495,30.46625004
MENATLAN,Brevoortia tyrannus,Atlantic menhaden,US East Coast,United States,1968,0.722452261,0.81409285,1,3,0,1,3,1,1,1,1,1,0.246720998712991,3924146.87775239,1.6474999785423279,2,39.4,0,0,0,0,0,0,0,0,0,177.0012789,32.02810844
MENATLAN,Brevoortia tyrannus,Atlantic menhaden,US East Coast,United States,1969,0.631356784,0.552778734,1,3,0,1,3,1,1,1,1,1,0.246720998712991,3924146.87775239,1.6474999785423279,2,39.4,0,0,0,0,0,0,0,0,0,181.3683282,32.52742914
MENATLAN,Brevoortia tyrannus,Atlantic menhaden,US East Coast,United States,1970,0.847517588,0.682389701,1,3,0,1,3,1,1,1,1,1,0.246720998712991,3924146.87775239,1.6474999785423279,2,39.4,0,0,0,0,0,0,0,0,0,177.9279613,35.43187526
MENATLAN,Brevoortia tyrannus,Atlantic menhaden,US East Coast,United States,1971,1.115236181,0.67204106,1,3,0,1,3,1,1,1,1,1,0.246720998712991,3924146.87775239,1.6474999785423279,2,39.4,0,0,0,0,0,0,0,0,0,180.9556924,36.19501359
MENATLAN,Brevoortia tyrannus,Atlantic menhaden,US East Coast,United States,1972,1.029407035,1.613176838,1,3,0,1,3,1,1,1,1,1,0.246720998712991,3924146.87775239,1.6474999785423279,2,39.4,0,0,0,0,0,0,0,0,0,186.9436323,36.04918735
MENATLAN,Brevoortia tyrannus,Atlantic menhaden,US East Coast,United States,1973,0.613577889,1.821550876,1,3,0,1,3,1,1,1,1,1,0.246720998712991,3924146.87775239,1.6474999785423279,2,39.4,0,0,0,0,0,0,0,0,0,196.9193954,40.04229511
MENATLAN,Brevoortia tyrannus,Atlantic menhaden,US East Coast,United States,1974,0.574854271,1.451513524,1,3,0,1,3,1,1,1,1,1,0.246720998712991,3924146.87775239,1.6474999785423279,2,39.4,0,0,0,0,0,0,0,0,0,217.6387904,47.82840547
MENATLAN,Brevoortia tyrannus,Atlantic menhaden,US East Coast,United States,1975,0.487567839,1.080231539,1,3,0,1,3,1,1,1,1,1,0.246720998712991,3924146.87775239,1.6474999785423279,2,39.4,0,0,0,0,0,0,0,0,0,221.7377966,52.18130758
MENATLAN,Brevoortia tyrannus,Atlantic menhaden,US East Coast,United States,1976,0.393839196,1.24864519,1,3,0,1,3,1,1,1,1,1,0.246720998712991,3924146.87775239,1.6474999785423279,2,39.4,0,0,0,0,0,0,0,0,0,224.3951343,55.10271132
MENATLAN,Brevoortia tyrannus,Atlantic menhaden,US East Coast,United States,1977,0.389155779,0.780207273,1,3,0,1,3,1,1,1,1,1,0.246720998712991,3924146.87775239,1.6474999785423279,2,39.4,0,0,0,0,0,0,0,0,0,224.7437952,58.03166604
MENATLAN,Brevoortia tyrannus,Atlantic menhaden,US East Coast,United States,1978,0.427708543,0.760676609,1,3,0,1,3,1,1,1,1,1,0.246720998712991,3924146.87775239,1.6474999785423279,2,39.4,0,0,0,0,0,0,0,0,0,228.8232332,60.91083632
MENATLAN,Brevoortia tyrannus,Atlantic menhaden,US East Coast,United States,1979,0.499346734,0.788129128,1,3,0,1,3,1,1,1,1,1,0.246720998712991,3924146.87775239,1.6474999785423279,2,39.4,0,0,0,0,0,0,0,0,0,240.96253,70.36236443
MENATLAN,Brevoortia tyrannus,Atlantic menhaden,US East Coast,United States,1980,0.51680402,1.202528381,1,3,0,1,3,1,1,1,1,1,0.246720998712991,3924146.87775239,1.6474999785423279,2,39.4,0,0,0,0,0,0,0,0,0,250.3141547,79.21959405
MENATLAN,Brevoortia tyrannus,Atlantic menhaden,US East Coast,United States,1981,0.390532663,1.066896615,1,3,0,1,3,1,1,1,1,1,0.246720998712991,3924146.87775239,1.6474999785423279,2,39.4,0,0,0,0,0,0,0,0,0,245.9369273,82.07013732
MENATLAN,Brevoortia tyrannus,Atlantic menhaden,US East Coast,United States,1982,0.414713568,0.886886259,1,3,0,1,3,1,1,1,1,1,0.246720998712991,3924146.87775239,1.6474999785423279,2,39.4,0,0,0,0,0,0,0,0,0,239.5251264,83.6392031
MENATLAN,Brevoortia tyrannus,Atlantic menhaden,US East Coast,United States,1983,0.449728643,0.966726851,1,3,0,1,3,1,1,1,1,1,0.246720998712991,3924146.87775239,1.6474999785423279,2,39.4,0,0,0,0,0,0,0,0,0,237.2561555,84.71297345
MENATLAN,Brevoortia tyrannus,Atlantic menhaden,US East Coast,United States,1984,0.370532663,1.116757656,1,3,0,1,3,1,1,1,1,1,0.246720998712991,3924146.87775239,1.6474999785423279,2,39.4,0,0,0,0,0,0,0,0,0,234.0387556,89.7495551
MENATLAN,Brevoortia tyrannus,Atlantic menhaden,US East Coast,United States,1985,0.346653266,1.511524413,1,3,0,1,3,1,1,1,1,1,0.246720998712991,3924146.87775239,1.6474999785423279,2,39.4,0,0,0,0,0,0,0,0,0,227.809886,93.40386762
MENATLAN,Brevoortia tyrannus,Atlantic menhaden,US East Coast,United States,1986,0.407366834,0.50982134,1,3,0,1,3,1,1,1,1,1,0.246720998712991,3924146.87775239,1.6474999785423279,2,39.4,0,0,0,0,0,0,0,0,0,201.76812,89.9257093
MENATLAN,Brevoortia tyrannus,Atlantic menhaden,US East Coast,United States,1987,0.613145729,0.631609631,1,3,0,1,3,1,1,1,1,1,0.246720998712991,3924146.87775239,1.6474999785423279,2,39.4,0,0,0,0,0,0,0,0,0,210.999678,94.0275297
MENATLAN,Brevoortia tyrannus,Atlantic menhaden,US East Coast,United States,1988,0.653005025,0.906682601,1,3,0,1,3,1,1,1,1,1,0.246720998712991,3924146.87775239,1.6474999785423279,2,39.4,0,0,0,0,0,0,0,0,0,201.2527081,98.17307041
MENATLAN,Brevoortia tyrannus,Atlantic menhaden,US East Coast,United States,1989,0.549678392,1.703822489,1,3,0,1,3,1,1,1,1,1,0.246720998712991,3924146.87775239,1.6474999785423279,2,39.4,0,0,0,0,0,0,0,0,0,204.9354821,106.7891251
MENATLAN,Brevoortia tyrannus,Atlantic menhaden,US East Coast,United States,1990,0.585005025,1.838021299,1,3,0,1,3,1,1,1,1,1,0.246720998712991,3924146.87775239,1.6474999785423279,2,39.4,0,0,0,0,0,0,0,0,0,219.3552621,110.4758479
MENATLAN,Brevoortia tyrannus,Atlantic menhaden,US East Coast,United States,1991,0.692592965,1.499678166,1,3,0,1,3,1,1,1,1,1,0.246720998712991,3924146.87775239,1.6474999785423279,2,39.4,0,0,0,0,0,0,0,0,0,219.1731571,110.4077271
MENATLAN,Brevoortia tyrannus,Atlantic menhaden,US East Coast,United States,1992,0.590201005,1.468190725,1,3,0,1,3,1,1,1,1,1,0.246720998712991,3924146.87775239,1.6474999785423279,2,39.4,0,0,0,0,0,0,0,0,0,219.9725126,112.7520364
MENATLAN,Brevoortia tyrannus,Atlantic menhaden,US East Coast,United States,1993,0.650271357,1.061349111,1,3,0,1,3,1,1,1,1,1,0.246720998712991,3924146.87775239,1.6474999785423279,2,39.4,0,0,0,0,0,0,0,0,0,214.9523635,115.2167192
MENATLAN,Brevoortia tyrannus,Atlantic menhaden,US East Coast,United States,1994,0.558442211,0.834854548,1,3,0,1,3,1,1,1,1,1,0.246720998712991,3924146.87775239,1.6474999785423279,2,39.4,0,0,0,0,0,0,0,0,0,200.5375,128.0495505
MENATLAN,Brevoortia tyrannus,Atlantic menhaden,US East Coast,United States,1995,0.57161809,2.309617539,1,3,0,1,3,1,1,1,1,1,0.246720998712991,3924146.87775239,1.6474999785423279,2,39.4,0,0,0,0,0,0,0,0,0,213.9136264,123.4392535
MENATLAN,Brevoortia tyrannus,Atlantic menhaden,US East Coast,United States,1996,0.441356784,2.135724843,1,3,0,1,3,1,1,1,1,1,0.246720998712991,3924146.87775239,1.6474999785423279,2,39.4,1,0,0,0,0,0,0,0,0,221.4768588,134.8424678
MENATLAN,Brevoortia tyrannus,Atlantic menhaden,US East Coast,United States,1997,0.398944724,1.64036319,1,3,0,1,3,1,1,1,1,1,0.246720998712991,3924146.87775239,1.6474999785423279,2,39.4,1,0,0,0,0,0,0,0,0,221.6553497,135.3866539
MENATLAN,Brevoortia tyrannus,Atlantic menhaden,US East Coast,United States,1998,0.275427136,1.585471685,1,3,0,1,3,1,1,1,1,1,0.246720998712991,3924146.87775239,1.6474999785423279,2,39.4,1,0,0,0,0,0,0,0,0,219.6070496,120.6753988
MENATLAN,Brevoortia tyrannus,Atlantic menhaden,US East Coast,United States,1999,0.324633166,1.219545736,1,3,0,1,3,1,1,1,1,1,0.246720998712991,3924146.87775239,1.6474999785423279,2,39.4,1,0,0,0,0,0,0,0,0,222.0767803,145.3262401
MENATLAN,Brevoortia tyrannus,Atlantic menhaden,US East Coast,United States,2000,0.455507538,1.2513538,1,3,0,1,3,1,1,1,1,1,0.246720998712991,3924146.87775239,1.6474999785423279,2,39.4,1,0,0,0,0,0,0,0,0,225.4174482,174.0196763
MENATLAN,Brevoortia tyrannus,Atlantic menhaden,US East Coast,United States,2001,0.672522613,1.065369178,1,3,0,1,3,1,1,1,1,1,0.246720998712991,3924146.87775239,1.6474999785423279,2,39.4,1,0,0,0,0,0,0,0,0,233.3446888,160.3126884
MENATLAN,Brevoortia tyrannus,Atlantic menhaden,US East Coast,United States,2002,0.597437186,1.001633676,1,3,0,1,3,1,1,1,1,1,0.246720998712991,3924146.87775239,1.6474999785423279,2,39.4,1,0,0,0,0,0,0,0,0,232.4692886,171.3027838
MENATLAN,Brevoortia tyrannus,Atlantic menhaden,US East Coast,United States,2003,0.501015075,0.776306816,1,3,0,1,3,1,1,1,1,1,0.246720998712991,3924146.87775239,1.6474999785423279,2,39.4,1,0,0,0,0,0,0,0,0,246.9861079,175.6613041
MENATLAN,Brevoortia tyrannus,Atlantic menhaden,US East Coast,United States,2004,0.552944724,0.803174674,1,3,0,1,3,1,1,1,1,1,0.246720998712991,3924146.87775239,1.6474999785423279,2,39.4,1,0,0,0,0,0,0,0,0,248.6574513,208.2067444
MENATLAN,Brevoortia tyrannus,Atlantic menhaden,US East Coast,United States,2005,0.567497487,0.696383973,1,3,0,1,3,1,1,1,1,1,0.246720998712991,3924146.87775239,1.6474999785423279,2,39.4,1,0,0,0,0,0,0,0,0,258.0975685,224.8000479
MENATLAN,Brevoortia tyrannus,Atlantic menhaden,US East Coast,United States,2006,0.550603015,0.784068395,1,3,0,1,3,1,1,1,1,1,0.246720998712991,3924146.87775239,1.6474999785423279,2,39.4,1,0,0,0,0,0,0,0,0,273.7024932,229.9298197
MENATLAN,Brevoortia tyrannus,Atlantic menhaden,US East Coast,United States,2007,0.837035176,0.615130145,1,3,0,1,3,1,1,1,1,1,0.246720998712991,3924146.87775239,1.6474999785423279,2,39.4,1,0,0,0,0,0,0,0,0,278.299928,247.144736
MENATLAN,Brevoortia tyrannus,Atlantic menhaden,US East Coast,United States,2008,0.91521608,0.54193517,1,3,0,1,3,1,1,1,1,1,0.246720998712991,3924146.87775239,1.6474999785423279,2,39.4,1,0,0,0,0,0,0,0,0,290.4829594,276.4690953
MENATLAN,Brevoortia tyrannus,Atlantic menhaden,US East Coast,United States,2009,0.913015075,0.505510886,1,3,0,1,3,1,1,1,1,1,0.246720998712991,3924146.87775239,1.6474999785423279,2,39.4,1,0,0,0,0,0,0,0,0,273.3981499,255.9030461
MENATLAN,Brevoortia tyrannus,Atlantic menhaden,US East Coast,United States,2010,0.846532663,0.687240724,1,3,0,1,3,1,1,1,1,1,0.246720998712991,3924146.87775239,1.6474999785423279,2,39.4,1,0,0,0,0,0,0,0,0,291.8975086,272.7585493
MENATLAN,Brevoortia tyrannus,Atlantic menhaden,US East Coast,United States,2011,0.861829146,0.732799465,1,3,0,1,3,1,1,1,1,1,0.246720998712991,3924146.87775239,1.6474999785423279,2,39.4,1,0,0,0,0,0,0,0,0,293.8205054,310.1020996
MENATLAN,Brevoortia tyrannus,Atlantic menhaden,US East Coast,United States,2012,1.019145729,0.605299059,1,3,0,1,3,1,1,1,1,1,0.246720998712991,3924146.87775239,1.6474999785423279,2,39.4,1,0,0,0,0,0,0,0,0,300.4317651,305.9038017
MENATLAN,Brevoortia tyrannus,Atlantic menhaden,US East Coast,United States,2013,0.995386935,0.393124619,1,3,0,1,3,1,1,1,1,1,0.246720998712991,3924146.87775239,1.6474999785423279,2,39.4,1,0,0,0,0,0,0,0,0,307.6622983,322.2391952
MENATLAN,Brevoortia tyrannus,Atlantic menhaden,US East Coast,United States,2014,0.96801005,0.478617589,1,3,0,1,3,1,1,1,1,1,0.246720998712991,3924146.87775239,1.6474999785423279,2,39.4,1,0,0,0,0,0,0,0,0,309.2207378,325.3807943
MENATLAN,Brevoortia tyrannus,Atlantic menhaden,US East Coast,United States,2015,0.876603015,0.600714124,1,3,0,1,3,1,1,1,1,1,0.246720998712991,3924146.87775239,1.6474999785423279,2,39.4,1,0,0,1,0,0,0,0,0,284.9018644,293.91248
MENATLAN,Brevoortia tyrannus,Atlantic menhaden,US East Coast,United States,2016,0.839045226,0.643290875,1,3,0,1,3,1,1,1,1,1,0.246720998712991,3924146.87775239,1.6474999785423279,2,39.4,1,0,0,1,0,0,0,0,0,281.1066212,293.6886938
PACBTUNA,Thunnus orientalis,Pacific bluefin tuna,Pacific Ocean,Japan,1952,0.806,2.28830514,1,48,1,3,48,0,0,0,0,0,0.192482221874881,411677.120027363,6.742999871571858,4,300,0,0,0,0,0,0,0,0,0,3138.464101,358.6599462
PACBTUNA,Thunnus orientalis,Pacific bluefin tuna,Pacific Ocean,Japan,1953,0.751,2.778171648,1,48,1,3,48,0,0,0,0,0,0.192482221874881,411677.120027363,6.742999871571858,4,300,0,0,0,0,0,0,0,0,0,3120.851661,361.3994546
PACBTUNA,Thunnus orientalis,Pacific bluefin tuna,Pacific Ocean,Japan,1954,0.669,3.544309504,1,48,1,3,48,0,0,0,0,0,0.192482221874881,411677.120027363,6.742999871571858,4,300,0,0,0,0,0,0,0,0,0,3239.550302,394.9095216
PACBTUNA,Thunnus orientalis,Pacific bluefin tuna,Pacific Ocean,Japan,1955,0.526,3.19063823,1,48,1,3,48,0,0,0,0,0,0.192482221874881,411677.120027363,6.742999871571858,4,300,0,0,0,0,0,0,0,0,0,3281.32963,418.7218809
PACBTUNA,Thunnus orientalis,Pacific bluefin tuna,Pacific Ocean,Japan,1956,0.429,3.281361649,1,48,1,3,48,0,0,0,0,0,0.192482221874881,411677.120027363,6.742999871571858,4,300,0,0,0,0,0,0,0,0,0,3343.906488,449.3323435
PACBTUNA,Thunnus orientalis,Pacific bluefin tuna,Pacific Ocean,Japan,1957,0.509,2.929816216,1,48,1,3,48,0,0,0,0,0,0.192482221874881,411677.120027363,6.742999871571858,4,300,0,0,0,0,0,0,0,0,0,3364.116763,466.2967105
